Mod:Item:MetaData, Localized Name
tconstruct:sign_head:0, Conductive Sign Plate
tconstruct:sign_head:0, Pulsating Sign Plate
tconstruct:sign_head:0, Dark Sign Plate
tconstruct:sign_head:0, Souled Sign Plate
tconstruct:sign_head:0, Sign Plate of the End
tconstruct:sign_head:0, Fake-Iron Sign Plate
tconstruct:sign_head:0, Wooden Sign Plate
tconstruct:sign_head:0, Stone Sign Plate
tconstruct:sign_head:0, Flint Sign Plate
tconstruct:sign_head:0, Cactus Sign Plate
tconstruct:sign_head:0, Bone Sign Plate
tconstruct:sign_head:0, Obsidian Sign Plate
tconstruct:sign_head:0, Prismarine Sign Plate
tconstruct:sign_head:0, End Sign Plate
tconstruct:sign_head:0, Paper Sign Plate
tconstruct:sign_head:0, Sponge Sign Plate
tconstruct:sign_head:0, Firewood Sign Plate
tconstruct:sign_head:0, Iron Sign Plate
tconstruct:sign_head:0, Pig Iron Sign Plate
tconstruct:sign_head:0, Knightslime Sign Plate
tconstruct:sign_head:0, Slime Sign Plate
tconstruct:sign_head:0, Slime Sign Plate
tconstruct:sign_head:0, Magma Slime Sign Plate
tconstruct:sign_head:0, Netherrack Sign Plate
tconstruct:sign_head:0, Cobalt Sign Plate
tconstruct:sign_head:0, Ardite Sign Plate
tconstruct:sign_head:0, Manyullyn Sign Plate
tconstruct:sign_head:0, Copper Sign Plate
tconstruct:sign_head:0, Bronze Sign Plate
tconstruct:sign_head:0, Lead Sign Plate
tconstruct:sign_head:0, Silver Sign Plate
tconstruct:sign_head:0, Electrum Sign Plate
tconstruct:sign_head:0, Steel Sign Plate
tconstruct:sign_head:0, Umbrium Sign Plate
tconstruct:sign_head:0, Magical Wooden Sign Plate
tconstruct:sign_head:0, Evil Infused Sign Plate
tconstruct:sign_head:0, Enchanted Sign Plate
tconstruct:sign_head:0, Demonic Sign Plate
tconstruct:sign_head:0, Prosperity Shard Sign Plate
tconstruct:sign_head:0, Soulium Sign Plate
tconstruct:sign_head:0, Base Essence Sign Plate
tconstruct:sign_head:0, Inferium Sign Plate
tconstruct:sign_head:0, Prudentium Sign Plate
tconstruct:sign_head:0, Intermedium Sign Plate
tconstruct:sign_head:0, Superium Sign Plate
tconstruct:sign_head:0, Supremium Sign Plate
tconstruct:tool_rod:0, Steeleaf Tool Rod
tconstruct:tool_rod:0, Fiery Tool Rod
tconstruct:tool_rod:0, Knightly Tool Rod
tconstruct:tool_rod:0, Electrical Tool Rod
tconstruct:tool_rod:0, Energetic Tool Rod
tconstruct:tool_rod:0, Vibrant Tool Rod
tconstruct:tool_rod:0, Red Tool Rod
tconstruct:tool_rod:0, Conductive Tool Rod
tconstruct:tool_rod:0, Pulsating Tool Rod
tconstruct:tool_rod:0, Dark Tool Rod
tconstruct:tool_rod:0, Souled Tool Rod
tconstruct:tool_rod:0, Tool Rod of the End
tconstruct:tool_rod:0, Fake-Iron Tool Rod
tconstruct:tool_rod:0, Wooden Tool Rod
tconstruct:tool_rod:0, Stone Tool Rod
tconstruct:tool_rod:0, Flint Tool Rod
tconstruct:tool_rod:0, Cactus Tool Rod
tconstruct:tool_rod:0, Bone Tool Rod
tconstruct:tool_rod:0, Obsidian Tool Rod
tconstruct:tool_rod:0, Prismarine Tool Rod
tconstruct:tool_rod:0, End Tool Rod
tconstruct:tool_rod:0, Paper Tool Rod
tconstruct:tool_rod:0, Sponge Tool Rod
tconstruct:tool_rod:0, Firewood Tool Rod
tconstruct:tool_rod:0, Iron Tool Rod
tconstruct:tool_rod:0, Pig Iron Tool Rod
tconstruct:tool_rod:0, Knightslime Tool Rod
tconstruct:tool_rod:0, Slime Tool Rod
tconstruct:tool_rod:0, Slime Tool Rod
tconstruct:tool_rod:0, Magma Slime Tool Rod
tconstruct:tool_rod:0, Netherrack Tool Rod
tconstruct:tool_rod:0, Cobalt Tool Rod
tconstruct:tool_rod:0, Ardite Tool Rod
tconstruct:tool_rod:0, Manyullyn Tool Rod
tconstruct:tool_rod:0, Copper Tool Rod
tconstruct:tool_rod:0, Bronze Tool Rod
tconstruct:tool_rod:0, Lead Tool Rod
tconstruct:tool_rod:0, Silver Tool Rod
tconstruct:tool_rod:0, Electrum Tool Rod
tconstruct:tool_rod:0, Steel Tool Rod
tconstruct:tool_rod:0, Umbrium Tool Rod
tconstruct:tool_rod:0, Magical Wooden Tool Rod
tconstruct:tool_rod:0, Evil Infused Tool Rod
tconstruct:tool_rod:0, Enchanted Tool Rod
tconstruct:tool_rod:0, Demonic Tool Rod
tconstruct:tool_rod:0, Prosperity Shard Tool Rod
tconstruct:tool_rod:0, Soulium Tool Rod
tconstruct:tool_rod:0, Base Essence Tool Rod
tconstruct:tool_rod:0, Inferium Tool Rod
tconstruct:tool_rod:0, Prudentium Tool Rod
tconstruct:tool_rod:0, Intermedium Tool Rod
tconstruct:tool_rod:0, Superium Tool Rod
tconstruct:tool_rod:0, Supremium Tool Rod
tconstruct:tough_tool_rod:0, Steeleaf Tough Tool Rod
tconstruct:tough_tool_rod:0, Fiery Tough Tool Rod
tconstruct:tough_tool_rod:0, Knightly Tough Tool Rod
tconstruct:tough_tool_rod:0, Electrical Tough Tool Rod
tconstruct:tough_tool_rod:0, Energetic Tough Tool Rod
tconstruct:tough_tool_rod:0, Vibrant Tough Tool Rod
tconstruct:tough_tool_rod:0, Red Tough Tool Rod
tconstruct:tough_tool_rod:0, Conductive Tough Tool Rod
tconstruct:tough_tool_rod:0, Pulsating Tough Tool Rod
tconstruct:tough_tool_rod:0, Dark Tough Tool Rod
tconstruct:tough_tool_rod:0, Souled Tough Tool Rod
tconstruct:tough_tool_rod:0, Tough Tool Rod of the End
tconstruct:tough_tool_rod:0, Fake-Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Wooden Tough Tool Rod
tconstruct:tough_tool_rod:0, Stone Tough Tool Rod
tconstruct:tough_tool_rod:0, Flint Tough Tool Rod
tconstruct:tough_tool_rod:0, Cactus Tough Tool Rod
tconstruct:tough_tool_rod:0, Bone Tough Tool Rod
tconstruct:tough_tool_rod:0, Obsidian Tough Tool Rod
tconstruct:tough_tool_rod:0, Prismarine Tough Tool Rod
tconstruct:tough_tool_rod:0, End Tough Tool Rod
tconstruct:tough_tool_rod:0, Paper Tough Tool Rod
tconstruct:tough_tool_rod:0, Sponge Tough Tool Rod
tconstruct:tough_tool_rod:0, Firewood Tough Tool Rod
tconstruct:tough_tool_rod:0, Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Pig Iron Tough Tool Rod
tconstruct:tough_tool_rod:0, Knightslime Tough Tool Rod
tconstruct:tough_tool_rod:0, Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Magma Slime Tough Tool Rod
tconstruct:tough_tool_rod:0, Netherrack Tough Tool Rod
tconstruct:tough_tool_rod:0, Cobalt Tough Tool Rod
tconstruct:tough_tool_rod:0, Ardite Tough Tool Rod
tconstruct:tough_tool_rod:0, Manyullyn Tough Tool Rod
tconstruct:tough_tool_rod:0, Copper Tough Tool Rod
tconstruct:tough_tool_rod:0, Bronze Tough Tool Rod
tconstruct:tough_tool_rod:0, Lead Tough Tool Rod
tconstruct:tough_tool_rod:0, Silver Tough Tool Rod
tconstruct:tough_tool_rod:0, Electrum Tough Tool Rod
tconstruct:tough_tool_rod:0, Steel Tough Tool Rod
tconstruct:tough_tool_rod:0, Umbrium Tough Tool Rod
tconstruct:tough_tool_rod:0, Magical Wooden Tough Tool Rod
tconstruct:tough_tool_rod:0, Evil Infused Tough Tool Rod
tconstruct:tough_tool_rod:0, Enchanted Tough Tool Rod
tconstruct:tough_tool_rod:0, Demonic Tough Tool Rod
tconstruct:tough_tool_rod:0, Prosperity Shard Tough Tool Rod
tconstruct:tough_tool_rod:0, Soulium Tough Tool Rod
tconstruct:tough_tool_rod:0, Base Essence Tough Tool Rod
tconstruct:tough_tool_rod:0, Inferium Tough Tool Rod
tconstruct:tough_tool_rod:0, Prudentium Tough Tool Rod
tconstruct:tough_tool_rod:0, Intermedium Tough Tool Rod
tconstruct:tough_tool_rod:0, Superium Tough Tool Rod
tconstruct:tough_tool_rod:0, Supremium Tough Tool Rod
tconstruct:binding:0, Steeleaf Binding
tconstruct:binding:0, Fiery Binding
tconstruct:binding:0, Knightly Binding
tconstruct:binding:0, Electrical Binding
tconstruct:binding:0, Energetic Binding
tconstruct:binding:0, Vibrant Binding
tconstruct:binding:0, Red Binding
tconstruct:binding:0, Conductive Binding
tconstruct:binding:0, Pulsating Binding
tconstruct:binding:0, Dark Binding
tconstruct:binding:0, Souled Binding
tconstruct:binding:0, Binding of the End
tconstruct:binding:0, Fake-Iron Binding
tconstruct:binding:0, Wooden Binding
tconstruct:binding:0, Stone Binding
tconstruct:binding:0, Flint Binding
tconstruct:binding:0, Cactus Binding
tconstruct:binding:0, Bone Binding
tconstruct:binding:0, Obsidian Binding
tconstruct:binding:0, Prismarine Binding
tconstruct:binding:0, End Binding
tconstruct:binding:0, Paper Binding
tconstruct:binding:0, Sponge Binding
tconstruct:binding:0, Firewood Binding
tconstruct:binding:0, Iron Binding
tconstruct:binding:0, Pig Iron Binding
tconstruct:binding:0, Knightslime Binding
tconstruct:binding:0, Slime Binding
tconstruct:binding:0, Slime Binding
tconstruct:binding:0, Magma Slime Binding
tconstruct:binding:0, Netherrack Binding
tconstruct:binding:0, Cobalt Binding
tconstruct:binding:0, Ardite Binding
tconstruct:binding:0, Manyullyn Binding
tconstruct:binding:0, Copper Binding
tconstruct:binding:0, Bronze Binding
tconstruct:binding:0, Lead Binding
tconstruct:binding:0, Silver Binding
tconstruct:binding:0, Electrum Binding
tconstruct:binding:0, Steel Binding
tconstruct:binding:0, Umbrium Binding
tconstruct:binding:0, Magical Wooden Binding
tconstruct:binding:0, Evil Infused Binding
tconstruct:binding:0, Enchanted Binding
tconstruct:binding:0, Demonic Binding
tconstruct:binding:0, Prosperity Shard Binding
tconstruct:binding:0, Soulium Binding
tconstruct:binding:0, Base Essence Binding
tconstruct:binding:0, Inferium Binding
tconstruct:binding:0, Prudentium Binding
tconstruct:binding:0, Intermedium Binding
tconstruct:binding:0, Superium Binding
tconstruct:binding:0, Supremium Binding
tconstruct:tough_binding:0, Steeleaf Tough Binding
tconstruct:tough_binding:0, Fiery Tough Binding
tconstruct:tough_binding:0, Knightly Tough Binding
tconstruct:tough_binding:0, Electrical Tough Binding
tconstruct:tough_binding:0, Energetic Tough Binding
tconstruct:tough_binding:0, Vibrant Tough Binding
tconstruct:tough_binding:0, Red Tough Binding
tconstruct:tough_binding:0, Conductive Tough Binding
tconstruct:tough_binding:0, Pulsating Tough Binding
tconstruct:tough_binding:0, Dark Tough Binding
tconstruct:tough_binding:0, Souled Tough Binding
tconstruct:tough_binding:0, Tough Binding of the End
tconstruct:tough_binding:0, Fake-Iron Tough Binding
tconstruct:tough_binding:0, Wooden Tough Binding
tconstruct:tough_binding:0, Stone Tough Binding
tconstruct:tough_binding:0, Flint Tough Binding
tconstruct:tough_binding:0, Cactus Tough Binding
tconstruct:tough_binding:0, Bone Tough Binding
tconstruct:tough_binding:0, Obsidian Tough Binding
tconstruct:tough_binding:0, Prismarine Tough Binding
tconstruct:tough_binding:0, End Tough Binding
tconstruct:tough_binding:0, Paper Tough Binding
tconstruct:tough_binding:0, Sponge Tough Binding
tconstruct:tough_binding:0, Firewood Tough Binding
tconstruct:tough_binding:0, Iron Tough Binding
tconstruct:tough_binding:0, Pig Iron Tough Binding
tconstruct:tough_binding:0, Knightslime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Slime Tough Binding
tconstruct:tough_binding:0, Magma Slime Tough Binding
tconstruct:tough_binding:0, Netherrack Tough Binding
tconstruct:tough_binding:0, Cobalt Tough Binding
tconstruct:tough_binding:0, Ardite Tough Binding
tconstruct:tough_binding:0, Manyullyn Tough Binding
tconstruct:tough_binding:0, Copper Tough Binding
tconstruct:tough_binding:0, Bronze Tough Binding
tconstruct:tough_binding:0, Lead Tough Binding
tconstruct:tough_binding:0, Silver Tough Binding
tconstruct:tough_binding:0, Electrum Tough Binding
tconstruct:tough_binding:0, Steel Tough Binding
tconstruct:tough_binding:0, Umbrium Tough Binding
tconstruct:tough_binding:0, Magical Wooden Tough Binding
tconstruct:tough_binding:0, Evil Infused Tough Binding
tconstruct:tough_binding:0, Enchanted Tough Binding
tconstruct:tough_binding:0, Demonic Tough Binding
tconstruct:tough_binding:0, Prosperity Shard Tough Binding
tconstruct:tough_binding:0, Soulium Tough Binding
tconstruct:tough_binding:0, Base Essence Tough Binding
tconstruct:tough_binding:0, Inferium Tough Binding
tconstruct:tough_binding:0, Prudentium Tough Binding
tconstruct:tough_binding:0, Intermedium Tough Binding
tconstruct:tough_binding:0, Superium Tough Binding
tconstruct:tough_binding:0, Supremium Tough Binding
tconstruct:wide_guard:0, Steeleaf Wide Guard
tconstruct:wide_guard:0, Fiery Wide Guard
tconstruct:wide_guard:0, Knightly Wide Guard
tconstruct:wide_guard:0, Electrical Wide Guard
tconstruct:wide_guard:0, Energetic Wide Guard
tconstruct:wide_guard:0, Vibrant Wide Guard
tconstruct:wide_guard:0, Red Wide Guard
tconstruct:wide_guard:0, Conductive Wide Guard
tconstruct:wide_guard:0, Pulsating Wide Guard
tconstruct:wide_guard:0, Dark Wide Guard
tconstruct:wide_guard:0, Souled Wide Guard
tconstruct:wide_guard:0, Wide Guard of the End
tconstruct:wide_guard:0, Fake-Iron Wide Guard
tconstruct:wide_guard:0, Wooden Wide Guard
tconstruct:wide_guard:0, Stone Wide Guard
tconstruct:wide_guard:0, Flint Wide Guard
tconstruct:wide_guard:0, Cactus Wide Guard
tconstruct:wide_guard:0, Bone Wide Guard
tconstruct:wide_guard:0, Obsidian Wide Guard
tconstruct:wide_guard:0, Prismarine Wide Guard
tconstruct:wide_guard:0, End Wide Guard
tconstruct:wide_guard:0, Paper Wide Guard
tconstruct:wide_guard:0, Sponge Wide Guard
tconstruct:wide_guard:0, Firewood Wide Guard
tconstruct:wide_guard:0, Iron Wide Guard
tconstruct:wide_guard:0, Pig Iron Wide Guard
tconstruct:wide_guard:0, Knightslime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Magma Slime Wide Guard
tconstruct:wide_guard:0, Netherrack Wide Guard
tconstruct:wide_guard:0, Cobalt Wide Guard
tconstruct:wide_guard:0, Ardite Wide Guard
tconstruct:wide_guard:0, Manyullyn Wide Guard
tconstruct:wide_guard:0, Copper Wide Guard
tconstruct:wide_guard:0, Bronze Wide Guard
tconstruct:wide_guard:0, Lead Wide Guard
tconstruct:wide_guard:0, Silver Wide Guard
tconstruct:wide_guard:0, Electrum Wide Guard
tconstruct:wide_guard:0, Steel Wide Guard
tconstruct:wide_guard:0, Umbrium Wide Guard
tconstruct:wide_guard:0, Magical Wooden Wide Guard
tconstruct:wide_guard:0, Evil Infused Wide Guard
tconstruct:wide_guard:0, Enchanted Wide Guard
tconstruct:wide_guard:0, Demonic Wide Guard
tconstruct:wide_guard:0, Prosperity Shard Wide Guard
tconstruct:wide_guard:0, Soulium Wide Guard
tconstruct:wide_guard:0, Base Essence Wide Guard
tconstruct:wide_guard:0, Inferium Wide Guard
tconstruct:wide_guard:0, Prudentium Wide Guard
tconstruct:wide_guard:0, Intermedium Wide Guard
tconstruct:wide_guard:0, Superium Wide Guard
tconstruct:wide_guard:0, Supremium Wide Guard
tconstruct:hand_guard:0, Steeleaf Hand Guard
tconstruct:hand_guard:0, Fiery Hand Guard
tconstruct:hand_guard:0, Knightly Hand Guard
tconstruct:hand_guard:0, Electrical Hand Guard
tconstruct:hand_guard:0, Energetic Hand Guard
tconstruct:hand_guard:0, Vibrant Hand Guard
tconstruct:hand_guard:0, Red Hand Guard
tconstruct:hand_guard:0, Conductive Hand Guard
tconstruct:hand_guard:0, Pulsating Hand Guard
tconstruct:hand_guard:0, Dark Hand Guard
tconstruct:hand_guard:0, Souled Hand Guard
tconstruct:hand_guard:0, Hand Guard of the End
tconstruct:hand_guard:0, Fake-Iron Hand Guard
tconstruct:hand_guard:0, Wooden Hand Guard
tconstruct:hand_guard:0, Stone Hand Guard
tconstruct:hand_guard:0, Flint Hand Guard
tconstruct:hand_guard:0, Cactus Hand Guard
tconstruct:hand_guard:0, Bone Hand Guard
tconstruct:hand_guard:0, Obsidian Hand Guard
tconstruct:hand_guard:0, Prismarine Hand Guard
tconstruct:hand_guard:0, End Hand Guard
tconstruct:hand_guard:0, Paper Hand Guard
tconstruct:hand_guard:0, Sponge Hand Guard
tconstruct:hand_guard:0, Firewood Hand Guard
tconstruct:hand_guard:0, Iron Hand Guard
tconstruct:hand_guard:0, Pig Iron Hand Guard
tconstruct:hand_guard:0, Knightslime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Magma Slime Hand Guard
tconstruct:hand_guard:0, Netherrack Hand Guard
tconstruct:hand_guard:0, Cobalt Hand Guard
tconstruct:hand_guard:0, Ardite Hand Guard
tconstruct:hand_guard:0, Manyullyn Hand Guard
tconstruct:hand_guard:0, Copper Hand Guard
tconstruct:hand_guard:0, Bronze Hand Guard
tconstruct:hand_guard:0, Lead Hand Guard
tconstruct:hand_guard:0, Silver Hand Guard
tconstruct:hand_guard:0, Electrum Hand Guard
tconstruct:hand_guard:0, Steel Hand Guard
tconstruct:hand_guard:0, Umbrium Hand Guard
tconstruct:hand_guard:0, Magical Wooden Hand Guard
tconstruct:hand_guard:0, Evil Infused Hand Guard
tconstruct:hand_guard:0, Enchanted Hand Guard
tconstruct:hand_guard:0, Demonic Hand Guard
tconstruct:hand_guard:0, Prosperity Shard Hand Guard
tconstruct:hand_guard:0, Soulium Hand Guard
tconstruct:hand_guard:0, Base Essence Hand Guard
tconstruct:hand_guard:0, Inferium Hand Guard
tconstruct:hand_guard:0, Prudentium Hand Guard
tconstruct:hand_guard:0, Intermedium Hand Guard
tconstruct:hand_guard:0, Superium Hand Guard
tconstruct:hand_guard:0, Supremium Hand Guard
tconstruct:cross_guard:0, Steeleaf Cross Guard
tconstruct:cross_guard:0, Fiery Cross Guard
tconstruct:cross_guard:0, Knightly Cross Guard
tconstruct:cross_guard:0, Electrical Cross Guard
tconstruct:cross_guard:0, Energetic Cross Guard
tconstruct:cross_guard:0, Vibrant Cross Guard
tconstruct:cross_guard:0, Red Cross Guard
tconstruct:cross_guard:0, Conductive Cross Guard
tconstruct:cross_guard:0, Pulsating Cross Guard
tconstruct:cross_guard:0, Dark Cross Guard
tconstruct:cross_guard:0, Souled Cross Guard
tconstruct:cross_guard:0, Cross Guard of the End
tconstruct:cross_guard:0, Fake-Iron Cross Guard
tconstruct:cross_guard:0, Wooden Cross Guard
tconstruct:cross_guard:0, Stone Cross Guard
tconstruct:cross_guard:0, Flint Cross Guard
tconstruct:cross_guard:0, Cactus Cross Guard
tconstruct:cross_guard:0, Bone Cross Guard
tconstruct:cross_guard:0, Obsidian Cross Guard
tconstruct:cross_guard:0, Prismarine Cross Guard
tconstruct:cross_guard:0, End Cross Guard
tconstruct:cross_guard:0, Paper Cross Guard
tconstruct:cross_guard:0, Sponge Cross Guard
tconstruct:cross_guard:0, Firewood Cross Guard
tconstruct:cross_guard:0, Iron Cross Guard
tconstruct:cross_guard:0, Pig Iron Cross Guard
tconstruct:cross_guard:0, Knightslime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Magma Slime Cross Guard
tconstruct:cross_guard:0, Netherrack Cross Guard
tconstruct:cross_guard:0, Cobalt Cross Guard
tconstruct:cross_guard:0, Ardite Cross Guard
tconstruct:cross_guard:0, Manyullyn Cross Guard
tconstruct:cross_guard:0, Copper Cross Guard
tconstruct:cross_guard:0, Bronze Cross Guard
tconstruct:cross_guard:0, Lead Cross Guard
tconstruct:cross_guard:0, Silver Cross Guard
tconstruct:cross_guard:0, Electrum Cross Guard
tconstruct:cross_guard:0, Steel Cross Guard
tconstruct:cross_guard:0, Umbrium Cross Guard
tconstruct:cross_guard:0, Magical Wooden Cross Guard
tconstruct:cross_guard:0, Evil Infused Cross Guard
tconstruct:cross_guard:0, Enchanted Cross Guard
tconstruct:cross_guard:0, Demonic Cross Guard
tconstruct:cross_guard:0, Prosperity Shard Cross Guard
tconstruct:cross_guard:0, Soulium Cross Guard
tconstruct:cross_guard:0, Base Essence Cross Guard
tconstruct:cross_guard:0, Inferium Cross Guard
tconstruct:cross_guard:0, Prudentium Cross Guard
tconstruct:cross_guard:0, Intermedium Cross Guard
tconstruct:cross_guard:0, Superium Cross Guard
tconstruct:cross_guard:0, Supremium Cross Guard
tconstruct:large_plate:0, Naga Scale Large Plate
tconstruct:large_plate:0, Steeleaf Large Plate
tconstruct:large_plate:0, Fiery Large Plate
tconstruct:large_plate:0, Knightly Large Plate
